Recording Name, Date Started, User
Recording Set,2024-2-7 12-51-51,KJLC

Time Stamp,PC Capman Pressure,PC Source 2 Freq,PC Source 4 Freq,PC Source 6 Freq,Power Supply 1 Power,Power Supply 1 Voltage,Power Supply 3 Power,Power Supply 3 Voltage,Power Supply 5 DC Bias,Power Supply 5 Fwd Power,PC High Vac Valve Position,PC MFC 1 Flow
Feb-07-2024 12:51:53.118 PM,9.9977111467,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.5367142914,216.7989959717,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:53.228 PM,9.9977111467,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.5367142914,216.7989959717,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:53.336 PM,9.9977111467,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.5367142914,216.7989959717,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:53.443 PM,10.0007629511,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.5367142914,216.7989959717,0.0003782752,0.2758210897,0,0,36,34.02090486
Feb-07-2024 12:51:53.552 PM,10.0053406577,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.7163658086,216.6457672119,0.0002942141,0.2145275176,0,0,36,33.970000763
Feb-07-2024 12:51:53.660 PM,10.0053406577,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.7163658086,216.6457672119,0.0002942141,0.2145275176,0,0,36,33.970000763
Feb-07-2024 12:51:53.771 PM,10.008392462,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.7163658086,216.6457672119,0.0002942141,0.2145275176,0,0,36,33.8597085527
Feb-07-2024 12:51:53.884 PM,10.008392462,5982857.9818217065,5986662.0289575364,5982898.1121793399,44.7163658086,216.6457672119,0.0002942141,0.2145275176,0,0,36,33.8597085527
Feb-07-2024 12:51:53.996 PM,10.0038147555,5982857.8974286849,5986662.2432081541,5982897.673075988,44.7163658086,216.6457672119,0.0002942141,0.2145275176,0,0,36,33.8300144961
Feb-07-2024 12:51:54.104 PM,10.0038147555,5982857.8974286849,5986662.2432081541,5982897.673075988,44.7163658086,216.6457672119,0.0002942141,0.2145275176,0,0,36,33.8300144961
Feb-07-2024 12:51:54.217 PM,10.0038147555,5982857.8974286849,5986662.2432081541,5982897.673075988,44.7163658086,216.6457672119,0.0002942141,0.2145275176,0,0,36,33.8300144961
Feb-07-2024 12:51:54.317 PM,9.9992370489,5982857.8974286849,5986662.2432081541,5982897.673075988,44.8874437507,216.8602905273,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:54.425 PM,9.9992370489,5982857.8974286849,5986662.2432081541,5982897.673075988,44.8874437507,216.8602905273,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:54.540 PM,9.9977111467,5982857.8974286849,5986662.2432081541,5982897.673075988,44.8874437507,216.8602905273,0.0003782752,0.2758210897,0,0,36,33.9615167468
Feb-07-2024 12:51:54.653 PM,9.9977111467,5982857.8974286849,5986662.2432081541,5982897.673075988,44.8874437507,216.8602905273,0.0003782752,0.2758210897,0,0,36,33.9615167468
Feb-07-2024 12:51:54.758 PM,9.9992370489,5982857.8974286849,5986662.2432081541,5982897.673075988,44.6508538446,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9487907225
Feb-07-2024 12:51:54.865 PM,9.9992370489,5982857.8974286849,5986662.2432081541,5982897.673075988,44.6508538446,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9487907225
Feb-07-2024 12:51:54.978 PM,10.0007629511,5982857.4113214472,5986662.4218323249,5982898.0470071584,44.6508538446,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:55.086 PM,10.0007629511,5982857.4113214472,5986662.4218323249,5982898.0470071584,44.6508538446,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:55.193 PM,10.0007629511,5982857.4113214472,5986662.4218323249,5982898.0470071584,44.6508538446,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:55.302 PM,10.0007629511,5982857.4113214472,5986662.4218323249,5982898.0470071584,44.6508538446,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9530327306
Feb-07-2024 12:51:55.411 PM,9.9977111467,5982857.4113214472,5986662.4218323249,5982898.0470071584,45.7685803709,216.8296508789,0.0003782752,0.2758210897,0,0,36,33.8512245365
Feb-07-2024 12:51:55.524 PM,9.9977111467,5982857.4113214472,5986662.4218323249,5982898.0470071584,45.7685803709,216.8296508789,0.0003782752,0.2758210897,0,0,36,33.8512245365
Feb-07-2024 12:51:55.634 PM,9.9977111467,5982857.4113214472,5986662.4218323249,5982898.0470071584,45.7685803709,216.8296508789,0.0003782752,0.2758210897,0,0,36,33.876676585
Feb-07-2024 12:51:55.740 PM,10.0007629511,5982857.4113214472,5986662.4218323249,5982898.0470071584,45.7685803709,216.8296508789,0.0003782752,0.2758210897,0,0,36,34.0039368276
Feb-07-2024 12:51:55.849 PM,10.0007629511,5982857.4113214472,5986662.4218323249,5982898.0470071584,45.7685803709,216.8296508789,0.0003782752,0.2758210897,0,0,36,34.0039368276
Feb-07-2024 12:51:55.962 PM,9.9992370489,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.2191885149,216.8296508789,0.0002101529,0.1532339454,0,0,36,33.9572747387
Feb-07-2024 12:51:56.067 PM,9.9992370489,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.2191885149,216.8296508789,0.0002101529,0.1532339454,0,0,36,33.9572747387
Feb-07-2024 12:51:56.176 PM,9.9992370489,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.2191885149,216.8296508789,0.0002101529,0.1532339454,0,0,36,33.9572747387
Feb-07-2024 12:51:56.285 PM,10.0007629511,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.2191885149,216.8296508789,0.0002101529,0.1532339454,0,0,36,33.8978866255
Feb-07-2024 12:51:56.398 PM,10.0007629511,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.2191885149,216.8296508789,0.0002101529,0.1532339454,0,0,36,33.8978866255
Feb-07-2024 12:51:56.508 PM,10.0007629511,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.9827267872
Feb-07-2024 12:51:56.617 PM,10.0007629511,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.9827267872
Feb-07-2024 12:51:56.727 PM,10.0038147555,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.9063706416
Feb-07-2024 12:51:56.836 PM,10.0038147555,5982857.8322502114,5986662.4218323249,5982897.4300207524,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.9063706416
Feb-07-2024 12:51:56.944 PM,10.0038147555,5982857.8226429513,5986662.4218323249,5982897.6452968521,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.8045624475
Feb-07-2024 12:51:57.050 PM,10.0038147555,5982857.8226429513,5986662.4218323249,5982897.6452968521,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.8045624475
Feb-07-2024 12:51:57.164 PM,10.0038147555,5982857.8226429513,5986662.4218323249,5982897.6452968521,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.8045624475
Feb-07-2024 12:51:57.269 PM,10.0038147555,5982857.8226429513,5986662.4218323249,5982897.6452968521,45.0310410094,216.737701416,0.0002942141,0.2145275176,0,0,36,33.8045624475
Feb-07-2024 12:51:57.383 PM,10.0007629511,5982857.8226429513,5986662.4218323249,5982897.6452968521,44.0594512294,216.737701416,0.0002101529,0.1532339454,0,0,36,33.8851606012
Feb-07-2024 12:51:57.493 PM,9.9977111467,5982857.8226429513,5986662.4218323249,5982897.6452968521,44.0594512294,216.737701416,0.0002101529,0.1532339454,0,0,36,33.9318226902
Feb-07-2024 12:51:57.601 PM,9.9977111467,5982857.8226429513,5986662.4218323249,5982897.6452968521,44.0594512294,216.737701416,0.0002101529,0.1532339454,0,0,36,33.9318226902
Feb-07-2024 12:51:57.711 PM,9.9961852445,5982857.8226429513,5986662.4218323249,5982897.6452968521,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9360646983
Feb-07-2024 12:51:57.818 PM,9.9961852445,5982857.8226429513,5986662.4218323249,5982897.6452968521,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9360646983
Feb-07-2024 12:51:57.919 PM,9.9961852445,5982857.8226429513,5986662.4218323249,5982897.6452968521,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9360646983
Feb-07-2024 12:51:58.020 PM,10.0038147555,5982857.8226429513,5986662.3741663983,5982897.6356828744,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,34.0039368276
Feb-07-2024 12:51:58.129 PM,10.0038147555,5982857.8226429513,5986662.3741663983,5982897.6356828744,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,34.0039368276
Feb-07-2024 12:51:58.243 PM,10.0038147555,5982857.8226429513,5986662.3741663983,5982897.6356828744,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,34.0039368276
Feb-07-2024 12:51:58.353 PM,9.9961852445,5982857.8226429513,5986662.3741663983,5982897.6356828744,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9487907225
Feb-07-2024 12:51:58.460 PM,9.9961852445,5982857.8226429513,5986662.3741663983,5982897.6356828744,44.8325008401,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9487907225
Feb-07-2024 12:51:58.570 PM,9.9961852445,5982857.8226429513,5986662.3741663983,5982897.6356828744,45.4112281741,216.737701416,0.0002101529,0.1532339454,0,0,36,33.9615167468
Feb-07-2024 12:51:58.679 PM,9.9961852445,5982857.8226429513,5986662.3741663983,5982897.6356828744,45.4112281741,216.737701416,0.0002101529,0.1532339454,0,0,36,34.0081788357
Feb-07-2024 12:51:58.785 PM,9.9961852445,5982857.8226429513,5986662.3741663983,5982897.6356828744,45.4112281741,216.737701416,0.0002101529,0.1532339454,0,0,36,34.0081788357
Feb-07-2024 12:51:58.900 PM,9.9961852445,5982857.8226429513,5986662.3741663983,5982897.6356828744,45.4112281741,216.737701416,0.0002101529,0.1532339454,0,0,36,34.0081788357
Feb-07-2024 12:51:59.013 PM,9.9977111467,5982857.7948573381,5986662.3844156768,5982897.607903732,44.6910630315,216.5231781006,0.0002942141,0.2145275176,0,0,36,34.0251468681
Feb-07-2024 12:51:59.117 PM,9.9977111467,5982857.7948573381,5986662.3844156768,5982897.607903732,44.6910630315,216.5231781006,0.0002942141,0.2145275176,0,0,36,34.0251468681
Feb-07-2024 12:51:59.225 PM,9.9977111467,5982857.7948573381,5986662.3844156768,5982897.607903732,44.6910630315,216.5231781006,0.0002942141,0.2145275176,0,0,36,34.0251468681
Feb-07-2024 12:51:59.333 PM,10.0053406577,5982857.7948573381,5986662.3844156768,5982897.607903732,44.6910630315,216.5231781006,0.0002942141,0.2145275176,0,0,36,34.0166628519
Feb-07-2024 12:51:59.441 PM,10.0053406577,5982857.7948573381,5986662.3844156768,5982897.607903732,44.6910630315,216.5231781006,0.0002942141,0.2145275176,0,0,36,34.0166628519
Feb-07-2024 12:51:59.557 PM,10.0038147555,5982857.7948573381,5986662.3844156768,5982897.607903732,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.9530327306
Feb-07-2024 12:51:59.665 PM,10.0038147555,5982857.7948573381,5986662.3844156768,5982897.607903732,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.9530327306
Feb-07-2024 12:51:59.770 PM,10.0038147555,5982857.7948573381,5986662.3844156768,5982897.607903732,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.923338674
Feb-07-2024 12:51:59.884 PM,10.0038147555,5982857.7948573381,5986662.3844156768,5982897.607903732,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.923338674
Feb-07-2024 12:51:59.992 PM,9.9977111467,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.8894026093
Feb-07-2024 12:52:00.099 PM,9.9977111467,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.8894026093
Feb-07-2024 12:52:00.206 PM,9.9977111467,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.8894026093
Feb-07-2024 12:52:00.321 PM,9.9977111467,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.4567227123,216.6151123047,0.0001681223,0.1225871518,0,0,36,33.8894026093
Feb-07-2024 12:52:00.433 PM,10.0038147555,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.6003438645,216.4925231934,4.2030580883E-5,0.030646788,0,0,36,33.974242771
Feb-07-2024 12:52:00.540 PM,9.9961852445,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.6003438645,216.4925231934,4.2030580883E-5,0.030646788,0,0,36,33.8597085527
Feb-07-2024 12:52:00.648 PM,9.9961852445,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.6003438645,216.4925231934,4.2030580883E-5,0.030646788,0,0,36,33.8597085527
Feb-07-2024 12:52:00.756 PM,9.9992370489,5982857.6169821918,5986662.4218323249,5982897.5982897598,44.6003438645,216.4925231934,4.2030580883E-5,0.030646788,0,0,36,33.9954528115
Feb-07-2024 12:52:00.864 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,45.070870667,216.5231781006,0.0002942141,0.2145275176,0,0,36,33.9784847791
Feb-07-2024 12:52:00.974 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,45.070870667,216.5231781006,0.0002942141,0.2145275176,0,0,36,33.9784847791
Feb-07-2024 12:52:01.081 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,45.070870667,216.5231781006,0.0002942141,0.2145275176,0,0,36,33.9784847791
Feb-07-2024 12:52:01.194 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,45.070870667,216.5231781006,0.0002942141,0.2145275176,0,0,36,33.9784847791
Feb-07-2024 12:52:01.303 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,45.070870667,216.5231781006,0.0002942141,0.2145275176,0,0,36,33.9784847791
Feb-07-2024 12:52:01.411 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,45.070870667,216.5231781006,0.0002942141,0.2145275176,0,0,36,33.9487907225
Feb-07-2024 12:52:01.519 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.9360646983
Feb-07-2024 12:52:01.629 PM,9.9992370489,5982857.2991428655,5986661.9354159273,5982897.607903732,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.9360646983
Feb-07-2024 12:52:01.742 PM,9.9977111467,5982857.2991428655,5986661.9354159273,5982897.607903732,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.8978866255
Feb-07-2024 12:52:01.851 PM,9.9977111467,5982857.2991428655,5986661.9354159273,5982897.607903732,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.8978866255
Feb-07-2024 12:52:01.958 PM,10.0007629511,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.9572747387
Feb-07-2024 12:52:02.072 PM,10.0007629511,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.9572747387
Feb-07-2024 12:52:02.179 PM,10.0007629511,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.9572747387
Feb-07-2024 12:52:02.286 PM,10.0007629511,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.7669713627,216.8909454346,0.0002101529,0.1532339454,0,0,36,33.9572747387
Feb-07-2024 12:52:02.400 PM,9.9977111467,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.4396383942,216.737701416,0.0001681223,0.1225871518,0,0,36,33.9869687953
Feb-07-2024 12:52:02.508 PM,10.0038147555,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.4396383942,216.737701416,0.0001681223,0.1225871518,0,0,36,33.9784847791
Feb-07-2024 12:52:02.615 PM,10.0038147555,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.4396383942,216.737701416,0.0001681223,0.1225871518,0,0,36,33.9784847791
Feb-07-2024 12:52:02.722 PM,9.9992370489,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.5052367217,216.6457672119,0.0002101529,0.1532339454,0,0,36,33.9403067063
Feb-07-2024 12:52:02.834 PM,9.9992370489,5982857.7948573381,5986662.4489996834,5982898.1121793399,44.5052367217,216.6457672119,0.0002101529,0.1532339454,0,0,36,33.9403067063
Feb-07-2024 12:52:02.942 PM,10.0068665599,5982857.7852500845,5986662.4218323249,5982897.5982897598,44.5052367217,216.6457672119,0.0002101529,0.1532339454,0,0,36,33.9530327306
Feb-07-2024 12:52:03.058 PM,10.0068665599,5982857.7852500845,5986662.4218323249,5982897.5982897598,44.5052367217,216.6457672119,0.0002101529,0.1532339454,0,0,36,33.9530327306
Feb-07-2024 12:52:03.165 PM,10.0068665599,5982857.7852500845,5986662.4218323249,5982897.5982897598,44.5052367217,216.6457672119,0.0002101529,0.1532339454,0,0,36,33.9530327306
Feb-07-2024 12:52:03.279 PM,10.0068665599,5982857.7852500845,5986662.4218323249,5982897.5982897598,44.5052367217,216.6457672119,0.0002101529,0.1532339454,0,0,36,33.9530327306
Feb-07-2024 12:52:03.379 PM,10.0068665599,5982857.7852500845,5986662.4218323249,5982897.5982897598,44.5052367217,216.6457672119,0.0002101529,0.1532339454,0,0,36,33.9530327306
Feb-07-2024 12:52:03.491 PM,9.9992370489,5982857.7852500845,5986662.4218323249,5982897.5982897598,45.0055709815,216.6151123047,0.0002521835,0.1838807315,0,0,36,33.8512245365
Feb-07-2024 12:52:03.599 PM,9.9992370489,5982857.7852500845,5986662.4218323249,5982897.5982897598,45.0055709815,216.6151123047,0.0002521835,0.1838807315,0,0,36,33.8512245365
Feb-07-2024 12:52:03.708 PM,9.9992370489,5982857.7852500845,5986662.4218323249,5982897.5982897598,45.0055709815,216.6151123047,0.0002521835,0.1838807315,0,0,36,33.8978866255
Feb-07-2024 12:52:03.821 PM,9.9992370489,5982857.7852500845,5986662.4218323249,5982897.5982897598,45.0055709815,216.6151123047,0.0002521835,0.1838807315,0,0,36,33.8978866255
Feb-07-2024 12:52:03.927 PM,9.9992370489,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.974242771
Feb-07-2024 12:52:04.034 PM,9.9992370489,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.974242771
Feb-07-2024 12:52:04.150 PM,9.9992370489,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.974242771
Feb-07-2024 12:52:04.257 PM,9.9961852445,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9021286336
Feb-07-2024 12:52:04.363 PM,9.9961852445,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9021286336
Feb-07-2024 12:52:04.474 PM,9.9961852445,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9021286336
Feb-07-2024 12:52:04.583 PM,9.9977111467,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9615167468
Feb-07-2024 12:52:04.697 PM,9.9977111467,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003782752,0.2758210897,0,0,36,33.9615167468
Feb-07-2024 12:52:04.805 PM,9.9977111467,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003362446,0.2451743037,0,0,36,33.974242771
Feb-07-2024 12:52:04.911 PM,9.9977111467,5982857.7852500845,5986662.4218323249,5982897.607903732,44.7775850526,216.737701416,0.0003362446,0.2451743037,0,0,36,33.974242771
Feb-07-2024 12:52:05.019 PM,9.9961852445,5982857.7852500845,5986662.459248974,5982897.6356828744,44.7775850526,216.737701416,0.0003362446,0.2451743037,0,0,36,33.9487907225
Feb-07-2024 12:52:05.133 PM,9.9961852445,5982857.7852500845,5986662.459248974,5982897.6356828744,44.7775850526,216.737701416,0.0003362446,0.2451743037,0,0,36,33.9487907225
Feb-07-2024 12:52:05.240 PM,9.9961852445,5982857.7852500845,5986662.459248974,5982897.6356828744,44.7775850526,216.737701416,0.0003362446,0.2451743037,0,0,36,33.9487907225
Feb-07-2024 12:52:05.348 PM,10.0007629511,5982857.7852500845,5986662.459248974,5982897.6356828744,45.1577722174,216.737701416,-8.4061161766E-5,-0.0612935759,0,0,36,34.0251468681
Feb-07-2024 12:52:05.460 PM,10.0007629511,5982857.7852500845,5986662.459248974,5982897.6356828744,45.1577722174,216.737701416,-8.4061161766E-5,-0.0612935759,0,0,36,34.0251468681
Feb-07-2024 12:52:05.568 PM,10.0007629511,5982857.7852500845,5986662.459248974,5982897.6356828744,45.1577722174,216.737701416,-8.4061161766E-5,-0.0612935759,0,0,36,34.0251468681
Feb-07-2024 12:52:05.677 PM,10.0007629511,5982857.7852500845,5986662.459248974,5982897.6356828744,45.1577722174,216.737701416,-8.4061161766E-5,-0.0612935759,0,0,36,34.0251468681
Feb-07-2024 12:52:05.784 PM,9.9992370489,5982857.7852500845,5986662.459248974,5982897.6356828744,45.1577722174,216.737701416,-8.4061161766E-5,-0.0612935759,0,0,36,33.8894026093
Feb-07-2024 12:52:05.898 PM,9.9992370489,5982857.7852500845,5986662.459248974,5982897.6356828744,45.1577722174,216.737701416,-8.4061161766E-5,-0.0612935759,0,0,36,33.8894026093
Feb-07-2024 12:52:06.007 PM,10.0007629511,5982857.2991428655,5986662.3180414354,5982897.607903732,44.2409309732,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9615167468
Feb-07-2024 12:52:06.114 PM,10.0007629511,5982857.2991428655,5986662.3180414354,5982897.607903732,44.2409309732,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9615167468
Feb-07-2024 12:52:06.227 PM,10.0007629511,5982857.2991428655,5986662.3180414354,5982897.607903732,44.2409309732,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9615167468
Feb-07-2024 12:52:06.334 PM,10.0007629511,5982857.2991428655,5986662.3180414354,5982897.607903732,44.2409309732,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9615167468
Feb-07-2024 12:52:06.441 PM,10.0038147555,5982857.2991428655,5986662.3180414354,5982897.607903732,44.2409309732,216.7989959717,0.0002942141,0.2145275176,0,0,36,33.9827267872
Feb-07-2024 12:52:06.557 PM,9.9977111467,5982857.2991428655,5986662.3180414354,5982897.607903732,45.5214452674,216.8602905273,0.0003362446,0.2451743037,0,0,36,33.9360646983
Feb-07-2024 12:52:06.669 PM,9.9977111467,5982857.2991428655,5986662.3180414354,5982897.607903732,45.5214452674,216.8602905273,0.0003362446,0.2451743037,0,0,36,33.9360646983
Feb-07-2024 12:52:06.769 PM,10.0007629511,5982857.2991428655,5986662.3180414354,5982897.607903732,45.5214452674,216.8602905273,0.0003362446,0.2451743037,0,0,36,33.974242771
